Date,SKU,Category,Actual_Units,Total_Revenue,Total_Cost,Gross_Margin,Forecast_Units,Historical_Days_Count,Absolute_Error
2025-01-02,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,31.41,90,12.41
2025-01-03,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,31.31,90,10.309999999999999
2025-01-04,SKU_H301,Home Office,16,4003.89,3192.32,811.57,31.11,90,15.11
2025-01-05,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,31.04,90,9.04
2025-01-06,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,31.07,90,13.07
2025-01-07,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,30.83,90,6.829999999999998
2025-01-08,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,30.79,90,2.789999999999999
2025-01-09,SKU_H301,Home Office,13,3552.9,2593.76,959.14,30.71,90,17.71
2025-01-10,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,30.51,90,5.510000000000002
2025-01-11,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,30.44,90,14.440000000000001
2025-01-12,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,30.29,90,14.29
2025-01-13,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,30.3,90,5.300000000000001
2025-01-14,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,30.31,90,7.309999999999999
2025-01-15,SKU_H301,Home Office,31,8472.3,6185.12,2287.18,30.29,90,0.7100000000000009
2025-01-16,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,30.43,90,5.43
2025-01-17,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,30.48,90,6.48
2025-01-18,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,30.47,90,9.469999999999999
2025-01-19,SKU_H301,Home Office,31,8472.3,6185.12,2287.18,30.33,90,0.6700000000000017
2025-01-20,SKU_H301,Home Office,24,6149.3,4788.48,1360.82,30.43,90,6.43
2025-01-21,SKU_H301,Home Office,30,7666.13,5985.6,1680.53,30.43,90,0.4299999999999997
2025-01-22,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,30.47,90,1.5300000000000011
2025-01-23,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,30.37,90,11.370000000000001
2025-01-24,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,30.31,90,1.6900000000000013
2025-01-25,SKU_H301,Home Office,36,8814.05,7182.72,1631.33,30.29,90,5.710000000000001
2025-01-26,SKU_H301,Home Office,33,9018.9,6584.16,2434.74,30.49,90,2.5100000000000016
2025-01-27,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,30.57,90,8.57
2025-01-28,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,30.57,90,13.57
2025-01-29,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,30.51,90,2.5100000000000016
2025-01-30,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,30.53,90,14.530000000000001
2025-01-31,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,30.4,90,6.399999999999999
2025-02-01,SKU_H301,Home Office,23,5753.03,4588.96,1164.07,30.02,90,7.02
2025-02-02,SKU_H301,Home Office,23,5753.03,4588.96,1164.07,29.83,90,6.829999999999998
2025-02-03,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,29.89,90,2.8900000000000006
2025-02-04,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,29.91,90,2.91
2025-02-05,SKU_H301,Home Office,19,4823.79,3790.88,1032.91,29.77,90,10.77
2025-02-06,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,29.6,90,13.600000000000001
2025-02-07,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,29.36,90,2.3599999999999994
2025-02-08,SKU_H301,Home Office,24,6149.3,4788.48,1360.82,29.42,90,5.420000000000002
2025-02-09,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,29.32,90,13.32
2025-02-10,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,29.19,90,5.190000000000001
2025-02-11,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,29.2,90,4.199999999999999
2025-02-12,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,29.09,90,1.0899999999999999
2025-02-13,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,29.03,90,9.030000000000001
2025-02-14,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,28.78,90,7.780000000000001
2025-02-15,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,28.57,90,7.57
2025-02-16,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,28.47,90,3.469999999999999
2025-02-17,SKU_H301,Home Office,31,7693.49,6185.12,1508.37,28.36,90,2.6400000000000006
2025-02-18,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,28.38,90,3.379999999999999
2025-02-19,SKU_H301,Home Office,31,8472.3,6185.12,2287.18,28.37,90,2.629999999999999
2025-02-20,SKU_H301,Home Office,27,6805.24,5387.04,1418.2,28.42,90,1.4200000000000017
2025-02-21,SKU_H301,Home Office,39,9060.09,7781.28,1278.81,28.27,90,10.73
2025-02-22,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,28.29,90,10.29
2025-02-23,SKU_H301,Home Office,39,9879.89,7781.28,2098.61,28.16,90,10.84
2025-02-24,SKU_H301,Home Office,15,4099.5,2992.8,1106.7,28.27,90,13.27
2025-02-25,SKU_H301,Home Office,27,6477.32,5387.04,1090.28,27.99,90,0.9899999999999984
2025-02-26,SKU_H301,Home Office,22,5479.73,4389.44,1090.29,27.74,90,5.739999999999998
2025-02-27,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,27.62,90,0.620000000000001
2025-02-28,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,27.57,90,6.57
2025-03-01,SKU_H301,Home Office,33,9018.9,6584.16,2434.74,27.52,90,5.48
2025-03-02,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,27.59,90,7.59
2025-03-03,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,27.43,90,5.43
2025-03-04,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,27.3,90,7.300000000000001
2025-03-05,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,27.16,90,5.16
2025-03-06,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,26.82,90,5.18
2025-03-07,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,26.88,90,1.879999999999999
2025-03-08,SKU_H301,Home Office,14,3826.2,2793.28,1032.92,26.74,90,12.739999999999998
2025-03-09,SKU_H301,Home Office,21,5165.44,4189.92,975.52,26.49,90,5.489999999999998
2025-03-10,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,26.37,90,0.370000000000001
2025-03-11,SKU_H301,Home Office,35,8663.72,6983.2,1680.52,26.21,90,8.79
2025-03-12,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,26.26,90,1.7399999999999984
2025-03-13,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,26.29,90,5.289999999999999
2025-03-14,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,26.21,90,6.210000000000001
2025-03-15,SKU_H301,Home Office,23,5794.02,4588.96,1205.06,25.88,90,2.879999999999999
2025-03-16,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.9,90,6.100000000000001
2025-03-17,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,25.74,90,9.739999999999998
2025-03-18,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,25.48,90,1.5199999999999996
2025-03-19,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.41,90,2.41
2025-03-20,SKU_H301,Home Office,29,7925.7,5786.08,2139.62,25.22,90,3.780000000000001
2025-03-21,SKU_H301,Home Office,12,3279.6,2394.24,885.36,25.13,90,13.129999999999999
2025-03-22,SKU_H301,Home Office,16,4044.88,3192.32,852.56,24.99,90,8.989999999999998
2025-03-23,SKU_H301,Home Office,26,6613.92,5187.52,1426.4,24.92,90,1.0799999999999983
2025-03-24,SKU_H301,Home Office,35,8581.74,6983.2,1598.54,24.91,90,10.09
2025-03-25,SKU_H301,Home Office,30,8199.0,5985.6,2213.4,25.17,90,4.829999999999998
2025-03-26,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,25.11,90,6.109999999999999
2025-03-27,SKU_H301,Home Office,32,7843.82,6384.64,1459.18,24.94,90,7.059999999999999
2025-03-28,SKU_H301,Home Office,20,5261.05,3990.4,1270.65,24.78,90,4.780000000000001
2025-03-29,SKU_H301,Home Office,38,10385.4,7581.76,2803.64,24.62,90,13.379999999999999
2025-03-30,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,24.46,90,5.460000000000001
2025-03-31,SKU_H301,Home Office,24,6026.33,4788.48,1237.85,24.28,90,0.28000000000000114
2025-04-01,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,24.34,90,1.6600000000000001
2025-04-02,SKU_H301,Home Office,21,5247.42,4189.92,1057.5,24.28,90,3.280000000000001
2025-04-03,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,24.3,90,2.3000000000000007
2025-04-04,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.31,90,0.3099999999999987
2025-04-05,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,24.4,90,1.3999999999999986
2025-04-06,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,24.41,90,2.41
2025-04-07,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,24.46,90,5.460000000000001
2025-04-08,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,24.4,90,4.399999999999999
2025-04-09,SKU_H301,Home Office,15,4099.5,2992.8,1106.7,24.31,90,9.309999999999999
2025-04-10,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,24.33,90,2.3299999999999983
2025-04-11,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,24.3,90,6.300000000000001
2025-04-12,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,24.32,90,1.3200000000000003
2025-04-13,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,24.4,90,5.399999999999999
2025-04-14,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,24.33,90,4.329999999999998
2025-04-15,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.3,90,0.3000000000000007
2025-04-16,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,24.22,90,3.780000000000001
2025-04-17,SKU_H301,Home Office,24,6026.33,4788.48,1237.85,24.26,90,0.26000000000000156
2025-04-18,SKU_H301,Home Office,28,6791.61,5586.56,1205.05,24.26,90,3.7399999999999984
2025-04-19,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,24.33,90,3.6700000000000017
2025-04-20,SKU_H301,Home Office,31,7611.51,6185.12,1426.39,24.3,90,6.699999999999999
2025-04-21,SKU_H301,Home Office,17,4154.22,3391.84,762.38,24.38,90,7.379999999999999
2025-04-22,SKU_H301,Home Office,16,4044.88,3192.32,852.56,24.23,90,8.23
2025-04-23,SKU_H301,Home Office,42,9757.02,8379.84,1377.18,24.06,90,17.94
2025-04-24,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,24.31,90,7.690000000000001
2025-04-25,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,24.31,90,3.3099999999999987
2025-04-26,SKU_H301,Home Office,23,5589.07,4588.96,1000.11,24.14,90,1.1400000000000006
2025-04-27,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.03,90,0.030000000000001137
2025-04-28,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,24.06,90,1.9400000000000013
2025-04-29,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,24.16,90,1.1600000000000001
2025-04-30,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,24.1,90,3.8999999999999986
2025-05-01,SKU_H301,Home Office,33,9018.9,6584.16,2434.74,24.23,90,8.77
2025-05-02,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,24.33,90,3.6700000000000017
2025-05-03,SKU_H301,Home Office,21,5534.35,4189.92,1344.43,24.39,90,3.3900000000000006
2025-05-04,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,24.37,90,2.629999999999999
2025-05-05,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,24.37,90,7.370000000000001
2025-05-06,SKU_H301,Home Office,35,9565.5,6983.2,2582.3,24.26,90,10.739999999999998
2025-05-07,SKU_H301,Home Office,31,8021.41,6185.12,1836.29,24.43,90,6.57
2025-05-08,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,24.6,90,0.3999999999999986
2025-05-09,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,24.58,90,3.5799999999999983
2025-05-10,SKU_H301,Home Office,18,4468.51,3591.36,877.15,24.54,90,6.539999999999999
2025-05-11,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,24.57,90,1.4299999999999997
2025-05-12,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,24.59,90,1.4100000000000001
2025-05-13,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,24.6,90,0.3999999999999986
2025-05-14,SKU_H301,Home Office,36,8363.16,7182.72,1180.44,24.57,90,11.43
2025-05-15,SKU_H301,Home Office,15,4099.5,2992.8,1106.7,24.74,90,9.739999999999998
2025-05-16,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.68,90,0.6799999999999997
2025-05-17,SKU_H301,Home Office,25,6094.68,4988.0,1106.68,24.71,90,0.28999999999999915
2025-05-18,SKU_H301,Home Office,31,7570.52,6185.12,1385.4,24.71,90,6.289999999999999
2025-05-19,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,24.71,90,4.710000000000001
2025-05-20,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,24.66,90,2.66
2025-05-21,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,24.56,90,4.559999999999999
2025-05-22,SKU_H301,Home Office,30,8199.0,5985.6,2213.4,24.48,90,5.52
2025-05-23,SKU_H301,Home Office,35,9565.5,6983.2,2582.3,24.38,90,10.620000000000001
2025-05-24,SKU_H301,Home Office,28,7283.49,5586.56,1696.93,24.57,90,3.4299999999999997
2025-05-25,SKU_H301,Home Office,26,6531.94,5187.52,1344.42,24.44,90,1.5599999999999987
2025-05-26,SKU_H301,Home Office,29,7925.7,5786.08,2139.62,24.57,90,4.43
2025-05-27,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,24.59,90,0.41000000000000014
2025-05-28,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,24.62,90,3.379999999999999
2025-05-29,SKU_H301,Home Office,33,8117.12,6584.16,1532.96,24.63,90,8.370000000000001
2025-05-30,SKU_H301,Home Office,32,8007.78,6384.64,1623.14,24.77,90,7.23
2025-05-31,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,24.76,90,1.7600000000000016
2025-06-01,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.79,90,0.7899999999999991
2025-06-02,SKU_H301,Home Office,37,9128.34,7382.24,1746.1,24.81,90,12.190000000000001
2025-06-03,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.0,90,1.0
2025-06-04,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,25.04,90,2.960000000000001
2025-06-05,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,25.0,90,7.0
2025-06-06,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,24.92,90,6.920000000000002
2025-06-07,SKU_H301,Home Office,34,9292.2,6783.68,2508.52,24.97,90,9.030000000000001
2025-06-08,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.11,90,0.8900000000000006
2025-06-09,SKU_H301,Home Office,36,8855.04,7182.72,1672.32,25.11,90,10.89
2025-06-10,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,25.12,90,8.120000000000001
2025-06-11,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,25.0,90,3.0
2025-06-12,SKU_H301,Home Office,27,6682.27,5387.04,1295.23,25.01,90,1.9899999999999984
2025-06-13,SKU_H301,Home Office,15,4099.5,2992.8,1106.7,25.09,90,10.09
2025-06-14,SKU_H301,Home Office,37,9210.32,7382.24,1828.08,25.0,90,12.0
2025-06-15,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,25.06,90,1.0599999999999987
2025-06-16,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,25.14,90,0.14000000000000057
2025-06-17,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,25.12,90,5.120000000000001
2025-06-18,SKU_H301,Home Office,29,7228.87,5786.08,1442.79,25.09,90,3.91
2025-06-19,SKU_H301,Home Office,25,6258.64,4988.0,1270.64,25.09,90,0.08999999999999986
2025-06-20,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,25.23,90,2.7699999999999996
2025-06-21,SKU_H301,Home Office,15,4099.5,2992.8,1106.7,25.37,90,10.370000000000001
2025-06-22,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,25.24,90,4.239999999999998
2025-06-23,SKU_H301,Home Office,38,9278.67,7581.76,1696.91,25.09,90,12.91
2025-06-24,SKU_H301,Home Office,35,8130.85,6983.2,1147.65,25.18,90,9.82
2025-06-25,SKU_H301,Home Office,28,6996.56,5586.56,1410.0,25.36,90,2.6400000000000006
2025-06-26,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.31,90,6.690000000000001
2025-06-27,SKU_H301,Home Office,29,7925.7,5786.08,2139.62,25.44,90,3.5599999999999987
2025-06-28,SKU_H301,Home Office,22,5643.69,4389.44,1254.25,25.34,90,3.34
2025-06-29,SKU_H301,Home Office,24,6067.32,4788.48,1278.84,25.38,90,1.379999999999999
2025-06-30,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.38,90,0.620000000000001
2025-07-01,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,25.38,90,8.379999999999999
2025-07-02,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.33,90,6.670000000000002
2025-07-03,SKU_H301,Home Office,33,9018.9,6584.16,2434.74,25.44,90,7.559999999999999
2025-07-04,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.54,90,0.46000000000000085
2025-07-05,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.58,90,0.4200000000000017
2025-07-06,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,25.62,90,3.620000000000001
2025-07-07,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,25.66,90,4.66
2025-07-08,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.67,90,2.6700000000000017
2025-07-09,SKU_H301,Home Office,33,9018.9,6584.16,2434.74,25.76,90,7.239999999999998
2025-07-10,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.88,90,0.120000000000001
2025-07-11,SKU_H301,Home Office,25,6258.64,4988.0,1270.64,25.97,90,0.9699999999999989
2025-07-12,SKU_H301,Home Office,34,8554.38,6783.68,1770.7,25.99,90,8.010000000000002
2025-07-13,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,26.16,90,9.16
2025-07-14,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,26.12,90,2.120000000000001
2025-07-15,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,26.12,90,7.120000000000001
2025-07-16,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,26.02,90,1.0199999999999996
2025-07-17,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,26.03,90,1.0300000000000011
2025-07-18,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,26.0,90,7.0
2025-07-19,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,25.9,90,3.8999999999999986
2025-07-20,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.8,90,6.199999999999999
2025-07-21,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.97,90,6.030000000000001
2025-07-22,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,26.14,90,0.14000000000000057
2025-07-23,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,25.97,90,5.969999999999999
2025-07-24,SKU_H301,Home Office,14,3826.2,2793.28,1032.92,25.83,90,11.829999999999998
2025-07-25,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,25.76,90,0.23999999999999844
2025-07-26,SKU_H301,Home Office,36,8814.05,7182.72,1631.33,25.79,90,10.21
2025-07-27,SKU_H301,Home Office,37,9128.34,7382.24,1746.1,25.92,90,11.079999999999998
2025-07-28,SKU_H301,Home Office,31,8472.3,6185.12,2287.18,26.04,90,4.960000000000001
2025-07-29,SKU_H301,Home Office,26,7105.8,5187.52,1918.28,26.13,90,0.129999999999999
2025-07-30,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,26.11,90,2.1099999999999994
2025-07-31,SKU_H301,Home Office,26,6572.93,5187.52,1385.41,26.01,90,0.010000000000001563
2025-08-01,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.99,90,2.9899999999999984
2025-08-02,SKU_H301,Home Office,41,11205.3,8180.32,3024.98,26.01,90,14.989999999999998
2025-08-03,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,26.17,90,1.8299999999999983
2025-08-04,SKU_H301,Home Office,38,9360.65,7581.76,1778.89,26.29,90,11.71
2025-08-05,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,26.32,90,9.32
2025-08-06,SKU_H301,Home Office,29,7925.7,5786.08,2139.62,26.17,90,2.8299999999999983
2025-08-07,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,26.21,90,8.21
2025-08-08,SKU_H301,Home Office,30,8199.0,5985.6,2213.4,26.18,90,3.8200000000000003
2025-08-09,SKU_H301,Home Office,30,8199.0,5985.6,2213.4,26.31,90,3.6900000000000013
2025-08-10,SKU_H301,Home Office,26,6449.96,5187.52,1262.44,26.36,90,0.35999999999999943
2025-08-11,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,26.36,90,8.36
2025-08-12,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,26.28,90,7.280000000000001
2025-08-13,SKU_H301,Home Office,35,9565.5,6983.2,2582.3,26.09,90,8.91
2025-08-14,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,26.31,90,6.309999999999999
2025-08-15,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,26.27,90,5.73
2025-08-16,SKU_H301,Home Office,13,3552.9,2593.76,959.14,26.34,90,13.34
2025-08-17,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,26.14,90,1.1400000000000006
2025-08-18,SKU_H301,Home Office,22,5356.76,4389.44,967.32,26.2,90,4.199999999999999
2025-08-19,SKU_H301,Home Office,11,3006.3,2194.72,811.58,26.2,90,15.2
2025-08-20,SKU_H301,Home Office,15,4099.5,2992.8,1106.7,26.1,90,11.100000000000001
2025-08-21,SKU_H301,Home Office,15,3771.58,2992.8,778.78,25.93,90,10.93
2025-08-22,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.71,90,6.289999999999999
2025-08-23,SKU_H301,Home Office,20,4892.14,3990.4,901.74,25.76,90,5.760000000000002
2025-08-24,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,25.69,90,5.690000000000001
2025-08-25,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,25.59,90,2.41
2025-08-26,SKU_H301,Home Office,19,5192.7,3790.88,1401.82,25.62,90,6.620000000000001
2025-08-27,SKU_H301,Home Office,24,6108.31,4788.48,1319.83,25.52,90,1.5199999999999996
2025-08-28,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,25.42,90,3.4200000000000017
2025-08-29,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,25.31,90,4.309999999999999
2025-08-30,SKU_H301,Home Office,32,8745.6,6384.64,2360.96,25.29,90,6.710000000000001
2025-08-31,SKU_H301,Home Office,33,9018.9,6584.16,2434.74,25.38,90,7.620000000000001
2025-09-01,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.33,90,2.3299999999999983
2025-09-02,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,25.3,90,4.300000000000001
2025-09-03,SKU_H301,Home Office,25,6832.5,4988.0,1844.5,25.22,90,0.21999999999999886
2025-09-04,SKU_H301,Home Office,24,5862.37,4788.48,1073.89,25.3,90,1.3000000000000007
2025-09-05,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,25.37,90,4.370000000000001
2025-09-06,SKU_H301,Home Office,33,8281.08,6584.16,1696.92,25.22,90,7.780000000000001
2025-09-07,SKU_H301,Home Office,37,9128.34,7382.24,1746.1,25.3,90,11.7
2025-09-08,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,25.31,90,9.309999999999999
2025-09-09,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,25.3,90,4.300000000000001
2025-09-10,SKU_H301,Home Office,17,4646.1,3391.84,1254.26,25.29,90,8.29
2025-09-11,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.18,90,2.1799999999999997
2025-09-12,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.27,90,2.2699999999999996
2025-09-13,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,25.11,90,5.109999999999999
2025-09-14,SKU_H301,Home Office,31,8472.3,6185.12,2287.18,25.07,90,5.93
2025-09-15,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.13,90,2.129999999999999
2025-09-16,SKU_H301,Home Office,23,5589.07,4588.96,1000.11,25.17,90,2.1700000000000017
2025-09-17,SKU_H301,Home Office,29,7228.87,5786.08,1442.79,25.1,90,3.8999999999999986
2025-09-18,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,25.14,90,2.1400000000000006
2025-09-19,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,25.09,90,7.09
2025-09-20,SKU_H301,Home Office,30,7502.17,5985.6,1516.57,25.12,90,4.879999999999999
2025-09-21,SKU_H301,Home Office,29,7351.84,5786.08,1565.76,25.22,90,3.780000000000001
2025-09-22,SKU_H301,Home Office,30,8199.0,5985.6,2213.4,25.12,90,4.879999999999999
2025-09-23,SKU_H301,Home Office,22,5110.82,4389.44,721.38,25.07,90,3.0700000000000003
2025-09-24,SKU_H301,Home Office,16,4372.8,3192.32,1180.48,25.0,90,9.0
2025-09-25,SKU_H301,Home Office,28,6873.59,5586.56,1287.03,24.82,90,3.1799999999999997
2025-09-26,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,24.81,90,2.8099999999999987
2025-09-27,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,24.81,90,4.809999999999999
2025-09-28,SKU_H301,Home Office,33,8240.09,6584.16,1655.93,24.77,90,8.23
2025-09-29,SKU_H301,Home Office,21,5739.3,4189.92,1549.38,24.84,90,3.84
2025-09-30,SKU_H301,Home Office,20,5466.0,3990.4,1475.6,24.89,90,4.890000000000001
2025-10-01,SKU_H301,Home Office,33,8117.12,6584.16,1532.96,24.76,90,8.239999999999998
2025-10-02,SKU_H301,Home Office,34,8390.42,6783.68,1606.74,24.76,90,9.239999999999998
2025-10-03,SKU_H301,Home Office,18,4919.4,3591.36,1328.04,24.84,90,6.84
2025-10-04,SKU_H301,Home Office,23,6285.9,4588.96,1696.94,24.76,90,1.7600000000000016
2025-10-05,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.77,90,0.7699999999999996
2025-10-06,SKU_H301,Home Office,28,7652.4,5586.56,2065.84,24.8,90,3.1999999999999993
2025-10-07,SKU_H301,Home Office,22,6012.6,4389.44,1623.16,24.86,90,2.8599999999999994
2025-10-08,SKU_H301,Home Office,31,7775.47,6185.12,1590.35,24.73,90,6.27
2025-10-09,SKU_H301,Home Office,24,6559.2,4788.48,1770.72,24.79,90,0.7899999999999991
2025-10-10,SKU_H301,Home Office,27,7379.1,5387.04,1992.06,24.78,90,2.219999999999999
